MovieID,Title
m2536,"Concorde: Airport '79, The (1979)"
m2537,Beyond the Poseidon Adventure (1979)
m2538,Dancemaker (1998)
m2539,Analyze This (1999)
m254,Jefferson in Paris (1995)
m2540,"Corruptor, The (1999)"
m2541,Cruel Intentions (1999)
m2542,"Lock, Stock & Two Smoking Barrels (1998)"
m2543,Six Ways to Sunday (1997)
m2544,"School of Flesh, The (L' École de la chair) (1998)"
m2545,Relax... It's Just Sex (1998)
m2546,"Deep End of the Ocean, The (1999)"
m2548,"Rage: Carrie 2, The (1999)"
m2549,Wing Commander (1999)
m255,"Jerky Boys, The (1994)"
m2550,"Haunting, The (1963)"
m2551,Dead Ringers (1988)
m2552,My Boyfriend's Back (1993)
m2553,Village of the Damned (1960)
m2554,Children of the Damned (1963)
m2555,Baby Geniuses (1999)
m2556,Telling You (1998)
m2557,I Stand Alone (Seul contre tous) (1998)
m2558,Forces of Nature (1999)
m2559,"King and I, The (1999)"
m256,Junior (1994)
m2560,Ravenous (1999)
m2561,True Crime (1999)
m2562,Bandits (1997)
m2563,Beauty (1998)
m2565,"King and I, The (1956)"
m2566,Doug's 1st Movie (1999)
m2567,EDtv (1999)
m2568,"Mod Squad, The (1999)"
m2569,Among Giants (1998)
m257,Just Cause (1995)
m2570,"Walk on the Moon, A (1999)"
m2571,"Matrix, The (1999)"
m2572,10 Things I Hate About You (1999)
m2573,Tango (1998)
m2574,"Out-of-Towners, The (1999)"
m2575,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)"
m2576,"Love, etc. (1996)"
m2577,Metroland (1997)
m2578,"Sticky Fingers of Time, The (1997)"
m2579,Following (1998)
m258,"Kid in King Arthur's Court, A (1995)"
m2580,Go (1999)
m2581,Never Been Kissed (1999)
m2582,Twin Dragons (Shuang long hui) (1992)
m2583,Cookie's Fortune (1999)
m2584,Foolish (1999)
m2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
m2586,"Goodbye, Lover (1999)"
m2587,Life (1999)
m2589,Friends & Lovers (1999)
m259,Kiss of Death (1995)
m2590,Hideous Kinky (1998)
m2591,Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998)
m2592,"Joyriders, The (1999)"
m2593,"Monster, The (Il Mostro) (1994)"
m2594,Open Your Eyes (Abre los ojos) (1997)
m2596,SLC Punk! (1998)
m2597,Lost & Found (1999)
m2598,Pushing Tin (1999)
m2599,Election (1999)
m26,Othello (1995)
m260,Star Wars: Episode IV - A New Hope (1977)
m2600,eXistenZ (1999)
m2602,Mighty Peking Man (Hsing hsing wang) (1977)
m2605,Entrapment (1999)
m2606,Idle Hands (1999)
m2607,Get Real (1998)
m2608,Heaven (1998)
m2609,"King of Masks, The (Bian Lian) (1996)"
m261,Little Women (1994)
m2610,Three Seasons (1999)
m2611,"Winslow Boy, The (1998)"
m2612,Mildred Pierce (1945)
m2613,Night of the Comet (1984)
m2614,Chopping Mall (a.k.a. Killbots) (1986)
m2615,My Science Project (1985)
m2616,Dick Tracy (1990)
m2617,"Mummy, The (1999)"
m2618,"Castle, The (1997)"
m2619,Mascara (1999)
m262,"Little Princess, A (1995)"
m2620,This Is My Father (1998)
m2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998)
m2622,"Midsummer Night's Dream, A (1999)"
m2623,Trippin' (1999)
m2624,After Life (1998)
m2625,Black Mask (Hak hap) (1996)
m2626,Edge of Seventeen (1998)
m2627,Endurance (1998)
m2628,Star Wars: Episode I - The Phantom Menace (1999)
m2629,"Love Letter, The (1999)"
m263,Ladybird Ladybird (1994)
m2630,Besieged (L' Assedio) (1998)
m2631,Frogs for Snakes (1998)
m2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"
m2633,"Mummy, The (1932)"
m2634,"Mummy, The (1959)"
m2635,"Mummy's Curse, The (1944)"
m2636,"Mummy's Ghost, The (1944)"
m2637,"Mummy's Hand, The (1940)"
m2638,"Mummy's Tomb, The (1942)"
m2639,Mommie Dearest (1981)
m264,"Enfer, L' (1994)"
m2640,Superman (1978)
m2641,Superman II (1980)
m2642,Superman III (1983)
m2643,Superman IV: The Quest for Peace (1987)
m2644,Dracula (1931)
m2645,Dracula (1958)
m2646,House of Dracula (1945)
m2647,House of Frankenstein (1944)
m2648,Frankenstein (1931)
m2649,Son of Frankenstein (1939)
m265,Like Water for Chocolate (Como agua para chocolate) (1992)
m2650,"Ghost of Frankenstein, The (1942)"
m2651,Frankenstein Meets the Wolf Man (1943)
m2652,"Curse of Frankenstein, The (1957)"
m2653,Son of Dracula (1943)
m2654,"Wolf Man, The (1941)"
m2655,Howling II: Your Sister Is a Werewolf (1985)
m2656,Tarantula (1955)
m2657,"Rocky Horror Picture Show, The (1975)"
m2658,"Flying Saucer, The (1950)"
m2659,It Came from Hollywood (1982)
m266,Legends of the Fall (1994)
m2660,"Thing From Another World, The (1951)"
m2661,It Came from Outer Space (1953)
m2662,"War of the Worlds, The (1953)"
m2663,It Came from Beneath the Sea (1955)
m2664,Invasion of the Body Snatchers (1956)
m2665,Earth Vs. the Flying Saucers (1956)
m2666,It Conquered the World (1956)
m2667,"Mole People, The (1956)"
m2668,Swamp Thing (1982)
m2669,Pork Chop Hill (1959)
m267,Major Payne (1994)
m2670,"Run Silent, Run Deep (1958)"
m2671,Notting Hill (1999)
m2672,"Thirteenth Floor, The (1999)"
m2673,Eternity and a Day (Mia eoniotita ke mia mera ) (1998)
m2674,"Loss of Sexual Innocence, The (1999)"
m2675,Twice Upon a Yesterday (1998)
m2676,Instinct (1999)
m2677,Buena Vista Social Club (1999)
m2678,Desert Blue (1999)
m2679,Finding North (1999)
m268,Little Odessa (1994)
m2681,Free Enterprise (1998)
m2682,Limbo (1999)
m2683,Austin Powers: The Spy Who Shagged Me (1999)
m2685,"Red Dwarf, The (Le Nain rouge) (1998)"
m2686,"Red Violin, The (Le Violon rouge) (1998)"
m2687,Tarzan (1999)
m2688,"General's Daughter, The (1999)"
m2689,Get Bruce (1999)
m269,My Crazy Life (Mi vida loca) (1993)
m2690,"Ideal Husband, An (1999)"
m2691,"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)"
m2692,Run Lola Run (Lola rennt) (1998)
m2693,Trekkies (1997)
m2694,Big Daddy (1999)
m2695,"Boys, The (1997)"
m2696,"Dinner Game, The (Le Dîner de cons) (1998)"
m2697,My Son the Fanatic (1998)
m2699,Arachnophobia (1990)
m27,Now and Then (1995)
m270,Love Affair (1994)
m2700,"South Park: Bigger, Longer and Uncut (1999)"
m2701,Wild Wild West (1999)
m2702,Summer of Sam (1999)
m2703,Broken Vessels (1998)
m2704,"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)"
m2705,"Late August, Early September (Fin août, début septembre) (1998)"
m2706,American Pie (1999)
m2707,Arlington Road (1999)
m2708,"Autumn Tale, An (Conte d'automne) (1998)"
m2709,Muppets From Space (1999)
m271,Losing Isaiah (1995)
m2710,"Blair Witch Project, The (1999)"
m2711,My Life So Far (1999)
m2712,Eyes Wide Shut (1999)
m2713,Lake Placid (1999)
m2714,"Wood, The (1999)"
m2715,"Velocity of Gary, The (1998)"
m2716,Ghostbusters (1984)
m2717,Ghostbusters II (1989)
m2718,Drop Dead Gorgeous (1999)
m2719,"Haunting, The (1999)"
m272,"Madness of King George, The (1994)"
m2720,Inspector Gadget (1999)
m2721,Trick (1999)
m2722,Deep Blue Sea (1999)
m2723,Mystery Men (1999)
m2724,Runaway Bride (1999)
m2725,Twin Falls Idaho (1999)
m2726,"Killing, The (1956)"
m2727,Killer's Kiss (1955)
m2728,Spartacus (1960)
m2729,Lolita (1962)
m273,Mary Shelley's Frankenstein (1994)
m2730,Barry Lyndon (1975)
m2731,"400 Blows, The (Les Quatre cents coups) (1959)"
m2732,Jules and Jim (Jules et Jim) (1961)
m2733,Vibes (1988)
m2734,"Mosquito Coast, The (1986)"
m2735,"Golden Child, The (1986)"
m2736,Brighton Beach Memoirs (1986)
m2737,Assassination (1987)
m2738,Crimes of the Heart (1986)
m2739,"Color Purple, The (1985)"
m274,Man of the House (1995)
m2740,"Kindred, The (1986)"
m2741,No Mercy (1986)
m2742,Ménage (Tenue de soirée) (1986)
m2743,Native Son (1986)
m2744,Otello (1986)
m2745,"Mission, The (1986)"
m2746,Little Shop of Horrors (1986)
m2747,"Little Shop of Horrors, The (1960)"
m2748,Allan Quartermain and the Lost City of Gold (1987)
m2749,"Morning After, The (1986)"
m275,Mixed Nuts (1994)
m2750,Radio Days (1987)
m2751,From the Hip (1987)
m2752,Outrageous Fortune (1987)
m2753,"Bedroom Window, The (1987)"
m2754,Deadtime Stories (1987)
m2755,Light of Day (1987)
m2756,Wanted: Dead or Alive (1987)
m2757,Frances (1982)
m2758,Plenty (1985)
m2759,Dick (1999)
m276,Milk Money (1994)
m2760,"Gambler, The (A Játékos) (1997)"
m2761,"Iron Giant, The (1999)"
m2762,"Sixth Sense, The (1999)"
m2763,"Thomas Crown Affair, The (1999)"
m2764,"Thomas Crown Affair, The (1968)"
m2765,"Acid House, The (1998)"
m2766,"Adventures of Sebastian Cole, The (1998)"
m2767,Illuminata (1998)
m2768,Stiff Upper Lips (1998)
m2769,"Yards, The (1999)"
m277,Miracle on 34th Street (1994)
m2770,Bowfinger (1999)
m2771,Brokedown Palace (1999)
m2772,Detroit Rock City (1999)
m2773,Alice and Martin (Alice et Martin) (1998)
m2774,Better Than Chocolate (1999)
m2775,Head On (1998)
m2776,"Marcello Mastroianni: I Remember Yes, I Remember (1997)"
m2777,Cobra (1925)
m2778,Never Talk to Strangers (1995)
m2779,Heaven Can Wait (1978)
m278,Miami Rhapsody (1995)
m2780,"Raven, The (1963)"
m2781,"Tingler, The (1959)"
m2782,Pit and the Pendulum (1961)
m2783,"Tomb of Ligeia, The (1965)"
m2784,"Masque of the Red Death, The (1964)"
m2785,Tales of Terror (1962)
m2786,Haunted Honeymoon (1986)
m2787,Cat's Eye (1985)
m2788,And Now for Something Completely Different (1971)
m2789,Damien: Omen II (1978)
m279,My Family (1995)
m2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
m2791,Airplane! (1980)
m2792,Airplane II: The Sequel (1982)
m2793,"American Werewolf in Paris, An (1997)"
m2794,European Vacation (1985)
m2795,Vacation (1983)
m2796,Funny Farm (1988)
m2797,Big (1988)
m2798,Problem Child (1990)
m2799,Problem Child 2 (1991)
m28,Persuasion (1995)
m280,Murder in the First (1995)
m2800,Little Nemo: Adventures in Slumberland (1992)
m2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
m2802,Tequila Sunrise (1988)
m2803,"Pelican Brief, The (1993)"
m2804,"Christmas Story, A (1983)"
m2805,Mickey Blue Eyes (1999)
m2806,Teaching Mrs. Tingle (1999)
m2807,Universal Soldier: The Return (1999)
m2808,Universal Soldier (1992)
m2809,Love Stinks (1999)
m281,Nobody's Fool (1994)
m2810,Perfect Blue (1997)
m2811,With Friends Like These... (1998)
m2812,In Too Deep (1999)
m2813,"Source, The (1999)"
m2814,"Bat, The (1959)"
m2815,Iron Eagle (1986)
m2816,Iron Eagle II (1988)
m2817,Aces: Iron Eagle III (1992)
m2818,Iron Eagle IV (1995)
m2819,Three Days of the Condor (1975)
m282,Nell (1994)
m2820,Hamlet (1964)
m2821,Male and Female (1919)
m2822,Medicine Man (1992)
m2823,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)"
m2824,On the Ropes (1999)
m2825,Rosie (1998)
m2826,"13th Warrior, The (1999)"
m2827,"Astronaut's Wife, The (1999)"
m2828,Dudley Do-Right (1999)
m2829,"Muse, The (1999)"
m283,New Jersey Drive (1995)
m2830,Cabaret Balkan (Bure Baruta) (1998)
m2831,"Dog of Flanders, A (1999)"
m2833,Lucie Aubrac (1997)
m2834,"Very Thought of You, The (1998)"
m2835,Chill Factor (1999)
m2836,Outside Providence (1999)
m2837,Bedrooms & Hallways (1998)
m2839,West Beirut (West Beyrouth) (1998)
m2840,Stigmata (1999)
m2841,Stir of Echoes (1999)
m2842,Best Laid Plans (1999)
m2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
m2844,"Minus Man, The (1999)"
m2845,White Boys (1999)
m2846,"Adventures of Milo and Otis, The (1986)"
m2847,Only Angels Have Wings (1939)
m2848,Othello (1952)
m2849,Queens Logic (1991)
m2850,Public Access (1993)
m2851,Saturn 3 (1979)
m2852,"Soldier's Story, A (1984)"
m2853,"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)"
m2854,Don't Look in the Basement! (1973)
m2855,Nightmares (1983)
m2856,I Saw What You Did (1965)
m2857,Yellow Submarine (1968)
m2858,American Beauty (1999)
m2859,Stop Making Sense (1984)
m286,Nemesis 2: Nebula (1995)
m2860,Blue Streak (1999)
m2861,For Love of the Game (1999)
m2862,Caligula (1980)
m2863,"Hard Day's Night, A (1964)"
m2864,Splendor (1999)
m2865,Sugar Town (1999)
m2866,"Buddy Holly Story, The (1978)"
m2867,Fright Night (1985)
m2868,Fright Night Part II (1989)
m2869,"Separation, The (La Séparation) (1994)"
m287,Nina Takes a Lover (1994)
m2870,Barefoot in the Park (1967)
m2871,Deliverance (1972)
m2872,Excalibur (1981)
m2873,Lulu on the Bridge (1998)
m2874,"Pajama Game, The (1957)"
m2875,Sommersby (1993)
m2876,Thumbelina (1994)
m2877,Tommy (1975)
m2878,Hell Night (1981)
m2879,Operation Condor (Feiying gaiwak) (1990)
m288,Natural Born Killers (1994)
m2880,Operation Condor 2 (Longxiong hudi) (1990)
m2881,Double Jeopardy (1999)
m2882,Jakob the Liar (1999)
m2883,Mumford (1999)
m2884,Dog Park (1998)
m2885,Guinevere (1999)
m2886,"Adventures of Elmo in Grouchland, The (1999)"
m2887,Simon Sez (1999)
m2888,Drive Me Crazy (1999)
m2889,"Mystery, Alaska (1999)"
m289,Only You (1994)
m2890,Three Kings (1999)
m2891,"Happy, Texas (1999)"
m2892,New Rose Hotel (1998)
m2893,Plunkett & MaCleane (1999)
m2894,Romance (1999)
m2895,Napoleon and Samantha (1972)
m2896,Alvarez Kelly (1966)
m2897,And the Ship Sails On (E la nave va) (1984)
m2898,"Dark Half, The (1993)"
m2899,Gulliver's Travels (1939)
m29,"City of Lost Children, The (1995)"
m290,Once Were Warriors (1994)
m2900,Monkey Shines (1988)
m2901,Phantasm (1979)
m2902,Psycho II (1983)
m2903,Psycho III (1986)
m2904,Rain (1932)
m2905,Sanjuro (1962)
m2906,Random Hearts (1999)
m2907,Superstar (1999)
m2908,Boys Don't Cry (1999)
m2909,"Five Wives, Three Secretaries and Me (1998)"
m291,Poison Ivy II (1995)
m2911,"Grandfather, The (El Abuelo) (1998)"
m2912,"Limey, The (1999)"
m2913,"Mating Habits of the Earthbound Human, The (1998)"
m2914,Molly (1999)
m2915,Risky Business (1983)
m2916,Total Recall (1990)
m2917,Body Heat (1981)
m2918,Ferris Bueller's Day Off (1986)
m2919,Year of Living Dangerously (1982)
m292,Outbreak (1995)
m2920,Children of Paradise (Les enfants du paradis) (1945)
m2921,High Plains Drifter (1972)
m2922,Hang 'em High (1967)
m2923,Citizen's Band (a.k.a. Handle with Care) (1977)
m2924,Drunken Master (Zui quan) (1979)
m2925,"Conformist, The (Il Conformista) (1970)"
m2926,Hairspray (1988)
m2927,Brief Encounter (1946)
m2928,"Razor's Edge, The (1984)"
m2929,Reds (1981)
m293,"Professional, The (a.k.a. Leon: The Professional) (1994)"
m2930,Return with Honor (1998)
m2931,Time of the Gypsies (Dom za vesanje) (1989)
m2932,Days of Heaven (1978)
m2933,"Fire Within, The (Le Feu Follet) (1963)"
m2934,"Love Bewitched, A (El Amor Brujo) (1986)"
m2935,"Lady Eve, The (1941)"
m2936,Sullivan's Travels (1942)
m2937,"Palm Beach Story, The (1942)"
m2938,Man Facing Southeast (Hombre Mirando al Sudeste) (1986)
m2939,Niagara (1953)
m294,"Perez Family, The (1995)"
m2940,Gilda (1946)
m2941,South Pacific (1958)
m2942,Flashdance (1983)
m2943,Indochine (1992)
m2944,"Dirty Dozen, The (1967)"
m2945,Mike's Murder (1984)
m2946,Help! (1965)
m2947,Goldfinger (1964)
m2948,From Russia with Love (1963)
m2949,Dr. No (1962)
m295,"Pyromaniac's Love Story, A (1995)"
m2950,"Blue Lagoon, The (1980)"
m2951,"Fistful of Dollars, A (1964)"
m2952,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)"
m2953,Home Alone 2: Lost in New York (1992)
m2955,Penitentiary II (1982)
m2956,Someone to Watch Over Me (1987)
m2959,Fight Club (1999)
m296,Pulp Fiction (1994)
m2960,Beefcake (1999)
m2961,"Story of Us, The (1999)"
m2962,Fever Pitch (1997)
m2963,Joe the King (1999)
m2964,Julien Donkey-Boy (1999)
m2965,"Omega Code, The (1999)"
m2966,"Straight Story, The (1999)"
m2967,"Bad Seed, The (1956)"
m2968,Time Bandits (1981)
m2969,"Man and a Woman, A (Un Homme et une Femme) (1966)"
m297,Panther (1995)
m2970,Fitzcarraldo (1982)
m2971,All That Jazz (1979)
m2972,Red Sorghum (Hong Gao Liang) (1987)
m2973,Crimes and Misdemeanors (1989)
m2974,Bats (1999)
m2975,"Best Man, The (1999)"
m2976,Bringing Out the Dead (1999)
m2977,Crazy in Alabama (1999)
m2978,Three to Tango (1999)
m2979,Body Shots (1999)
m298,Pushing Hands (1992)
m2981,"Brother, Can You Spare a Dime? (1975)"
m2982,"Guardian, The (1990)"
m2983,"Ipcress File, The (1965)"
m2984,On Any Sunday (1971)
m2985,Robocop (1987)
m2986,Robocop 2 (1990)
m2987,Who Framed Roger Rabbit? (1988)
m2988,Melvin and Howard (1980)
m2989,For Your Eyes Only (1981)
m299,Priest (1994)
m2990,Licence to Kill (1989)
m2991,Live and Let Die (1973)
m2992,Rawhead Rex (1986)
m2993,Thunderball (1965)
m2994,"City, The (1998)"
m2995,"House on Haunted Hill, The (1999)"
m2996,Music of the Heart (1999)
m2997,Being John Malkovich (1999)
m2998,Dreaming of Joseph Lees (1998)
m2999,Man of the Century (1999)
m3,Grumpier Old Men (1995)
m30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
m300,Quiz Show (1994)
m3000,"Princess Mononoke, The (Mononoke Hime) (1997)"
m3001,"Suburbans, The (1999)"
m3002,My Best Fiend (Mein liebster Feind) (1999)
m3003,Train of Life (Train De Vie) (1998)
m3004,"Bachelor, The (1999)"
m3005,"Bone Collector, The (1999)"
m3006,"Insider, The (1999)"
m3007,American Movie (1999)
m3008,Last Night (1998)
m301,Picture Bride (1995)
m3010,Rosetta (1999)
m3011,"They Shoot Horses, Don't They? (1969)"
m3012,Battling Butler (1926)
m3013,Bride of Re-Animator (1990)
m3014,Bustin' Loose (1981)
m3015,Coma (1978)
m3016,Creepshow (1982)
m3017,Creepshow 2 (1987)
m3018,Re-Animator (1985)
m3019,Drugstore Cowboy (1989)
m302,Queen Margot (La Reine Margot) (1994)
m3020,Falling Down (1993)
m3021,"Funhouse, The (1981)"
m3022,"General, The (1927)"
m3024,Piranha (1978)
m3025,Rough Night in Jericho (1967)
m3026,Slaughterhouse (1987)
m3027,Slaughterhouse 2 (1988)
m3028,"Taming of the Shrew, The (1967)"
m3029,Nighthawks (1981)
m303,"Quick and the Dead, The (1995)"
m3030,Yojimbo (1961)
m3031,Repossessed (1990)
m3032,"Omega Man, The (1971)"
m3033,Spaceballs (1987)
m3034,Robin Hood (1973)
m3035,Mister Roberts (1955)
m3036,Quest for Fire (1981)
m3037,Little Big Man (1970)
m3038,"Face in the Crowd, A (1957)"
m3039,Trading Places (1983)
m304,Roommates (1995)
m3040,Meatballs (1979)
m3041,Meatballs Part II (1984)
m3042,Meatballs III (1987)
m3043,Meatballs 4 (1992)
m3044,Dead Again (1991)
m3045,Peter's Friends (1992)
m3046,"Incredibly True Adventure of Two Girls in Love, The (1995)"
m3047,Experience Preferred... But Not Essential (1982)
m3048,Under the Rainbow (1981)
m3049,How I Won the War (1967)
m305,Ready to Wear (Pret-A-Porter) (1994)
m3050,Light It Up (1999)
m3051,Anywhere But Here (1999)
m3052,Dogma (1999)
m3053,"Messenger: The Story of Joan of Arc, The (1999)"
m3054,Pokémon: The First Movie (1998)
m3055,Felicia's Journey (1999)
m3056,Oxygen (1999)
m3057,Where's Marlowe? (1999)
m3058,"Ape, The (1940)"
m306,Three Colors: Red (1994)
m3060,"Commitments, The (1991)"
m3061,Holiday Inn (1942)
m3062,"Longest Day, The (1962)"
m3063,Poison Ivy (1992)
m3064,Poison Ivy: New Seduction (1997)
m3065,Ten Benny (1997)
m3066,Tora! Tora! Tora! (1970)
m3067,Women on the Verge of a Nervous Breakdown (1988)
m3068,"Verdict, The (1982)"
m3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)"
m307,Three Colors: Blue (1993)
m3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)"
m3071,Stand and Deliver (1987)
m3072,Moonstruck (1987)
m3073,"Sandpiper, The (1965)"
m3074,Jeremiah Johnson (1972)
m3075,Repulsion (1965)
m3076,Irma la Douce (1963)
m3077,42 Up (1998)
m3078,Liberty Heights (1999)
m3079,Mansfield Park (1999)
m308,Three Colors: White (1994)
m3081,Sleepy Hollow (1999)
m3082,"World Is Not Enough, The (1999)"
m3083,All About My Mother (Todo Sobre Mi Madre) (1999)
m3084,Home Page (1999)
m3085,"Living Dead Girl, The (La Morte Vivante) (1982)"
m3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934)
m3087,Scrooged (1988)
m3088,Harvey (1950)
m3089,"Bicycle Thief, The (Ladri di biciclette) (1948)"
m309,"Red Firecracker, Green Firecracker (1994)"
m3090,Matewan (1987)
m3091,Kagemusha (1980)
m3092,Chushingura (1962)
m3093,McCabe & Mrs. Miller (1971)
m3094,Maurice (1987)
m3095,"Grapes of Wrath, The (1940)"
m3096,My Man Godfrey (1957)
m3097,"Shop Around the Corner, The (1940)"
m3098,"Natural, The (1984)"
m3099,Shampoo (1975)
m31,Dangerous Minds (1995)
m310,Rent-a-Kid (1995)
m3100,"River Runs Through It, A (1992)"
m3101,Fatal Attraction (1987)
m3102,Jagged Edge (1985)
m3103,Stanley & Iris (1990)
m3104,Midnight Run (1988)
m3105,Awakenings (1990)
m3106,Come See the Paradise (1990)
m3107,Backdraft (1991)
m3108,"Fisher King, The (1991)"
m3109,"River, The (1984)"
m311,Relative Fear (1994)
m3110,Country (1984)
m3111,Places in the Heart (1984)
m3112,'Night Mother (1986)
m3113,End of Days (1999)
m3114,Toy Story 2 (1999)
m3115,Flawless (1999)
m3116,Miss Julie (1999)
m3117,Ride with the Devil (1999)
m3118,Tumbleweeds (1999)
m3119,Bay of Blood (Reazione a catena) (1971)
m312,Stuart Saves His Family (1995)
m3120,"Distinguished Gentleman, The (1992)"
m3121,"Hitch-Hiker, The (1953)"
m3122,Santa Fe Trail (1940)
m3123,Spring Fever USA (a.k.a. Lauderdale) (1989)
m3124,Agnes Browne (1999)
m3125,"End of the Affair, The (1999)"
m3126,"End of the Affair, The (1955)"
m3127,Holy Smoke (1999)
m3128,"Map of the World, A (1999)"
m3129,Sweet and Lowdown (1999)
m313,"Swan Princess, The (1994)"
m3130,Bonfire of the Vanities (1990)
m3131,Broadway Damage (1997)
m3132,Daddy Long Legs (1919)
m3133,Go West (1925)
m3134,"Grand Illusion (Grande illusion, La) (1937)"
m3135,"Great Santini, The (1979)"
m3136,"James Dean Story, The (1957)"
m3137,"Sea Wolves, The (1980)"
m3138,Stealing Home (1988)
m3139,Tarzan the Fearless (1933)
m314,"Secret of Roan Inish, The (1994)"
m3140,"Three Ages, The (1923)"
m3141,"Two Jakes, The (1990)"
m3142,U2: Rattle and Hum (1988)
m3143,Hell in the Pacific (1968)
m3144,"Glass Bottom Boat, The (1966)"
m3145,"Cradle Will Rock, The (1999)"
m3146,Deuce Bigalow: Male Gigolo (1999)
m3147,"Green Mile, The (1999)"
m3148,"Cider House Rules, The (1999)"
m3149,Diamonds (1999)
m315,"Specialist, The (1994)"
m3150,"War Zone, The (1999)"
m3151,"Bat Whispers, The (1930)"
m3152,"Last Picture Show, The (1971)"
m3153,"7th Voyage of Sinbad, The (1958)"
m3154,Blood on the Sun (1945)
m3155,Anna and the King (1999)
m3156,Bicentennial Man (1999)
m3157,Stuart Little (1999)
m3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
m3159,Fantasia 2000 (1999)
m316,Stargate (1994)
m3160,Magnolia (1999)
m3161,Onegin (1999)
m3162,Simpatico (1999)
m3163,Topsy-Turvy (1999)
m3164,"Alley Cats, The (1968)"
m3165,Boiling Point (1993)
m3166,Brenda Starr (1989)
m3167,Carnal Knowledge (1971)
m3168,Easy Rider (1969)
m3169,"Falcon and the Snowman, The (1984)"
m317,"Santa Clause, The (1994)"
m3171,Room at the Top (1959)
m3172,Ulysses (Ulisse) (1954)
m3173,Any Given Sunday (1999)
m3174,Man on the Moon (1999)
m3175,Galaxy Quest (1999)
m3176,"Talented Mr. Ripley, The (1999)"
m3177,Next Friday (1999)
m3178,"Hurricane, The (1999)"
m3179,Angela's Ashes (1999)
m318,"Shawshank Redemption, The (1994)"
m3180,Play it to the Bone (1999)
m3181,Titus (1999)
m3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999)
m3183,"Third Miracle, The (1999)"
m3184,Montana (1998)
m3185,Snow Falling on Cedars (1999)
m3186,"Girl, Interrupted (1999)"
m3187,Trans (1998)
m3188,"Life and Times of Hank Greenberg, The (1998)"
m3189,My Dog Skip (1999)
m319,Shallow Grave (1994)
m3190,Supernova (2000)
m3192,"Terrorist, The (Malli) (1998)"
m3194,"Way We Were, The (1973)"
m3196,Stalag 17 (1953)
m3197,"Presidio, The (1988)"
m3198,Papillon (1973)
m3199,Pal Joey (1957)
m32,Twelve Monkeys (1995)
m320,Suture (1993)
m3200,"Last Detail, The (1973)"
m3201,Five Easy Pieces (1970)
m3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)
m3203,Dead Calm (1989)
m3204,"Boys from Brazil, The (1978)"
m3205,Black Sunday (La Maschera Del Demonio) (1960)
m3206,Against All Odds (1984)
m3207,"Snows of Kilimanjaro, The (1952)"
m3208,Loaded Weapon 1 (1993)
m3209,"Loves of Carmen, The (1948)"
m321,Strawberry and Chocolate (Fresa y chocolate) (1993)
m3210,Fast Times at Ridgemont High (1982)
m3211,"Cry in the Dark, A (1988)"
m3212,Born to Win (1971)
m3213,Batman: Mask of the Phantasm (1993)
m3214,American Flyers (1985)
m3215,Voyage of the Damned (1976)
m3216,Vampyros Lesbos (Las Vampiras) (1970)
m3217,"Star Is Born, A (1937)"
m3218,Poison (1991)
m3219,Pacific Heights (1990)
m322,Swimming with Sharks (1995)
m3220,Night Tide (1961)
m3221,"Draughtsman's Contract, The (1982)"
m3222,Carmen (1984)
m3223,"Zed & Two Noughts, A (1985)"
m3224,Woman in the Dunes (Suna no onna) (1964)
m3225,Down to You (2000)
m3228,Wirey Spindell (1999)
m3229,Another Man's Poison (1952)
m3230,"Odessa File, The (1974)"
m3232,Seven Chances (1925)
m3233,Smashing Time (1967)
m3235,Where the Buffalo Roam (1980)
m3236,Zachariah (1971)
m3237,Kestrel's Eye (Falkens öga) (1998)
m3238,Eye of the Beholder (1999)
m3239,Isn't She Great? (2000)
m324,"Sum of Us, The (1994)"
m3240,"Big Tease, The (1999)"
m3241,"Cup, The (Phörpa) (1999)"
m3242,Santitos (1997)
m3243,Encino Man (1992)
m3244,"Goodbye Girl, The (1977)"
m3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964)
m3246,Malcolm X (1992)
m3247,Sister Act (1992)
